"state" "time" "cost" "Item"
"FailureState 4" 1.73061985672278 0 123
"WorkingState 4" 1.7390388897265 400.074153177231 123
"FailureState 4" 2.10373472413969 0 123
"WorkingState 1" 0 0 124
"WorkingState 2" 2.76873644127682 0 124
"WorkingState 1" 0 0 125
"WorkingState 2" 8.36858747363078 0 125
"WorkingState 1" 0 0 126
"WorkingState 2" 0.696060725904515 0 126
"WorkingState 3" 0.812974216483851 0 126
"WorkingState 4" 1.05309342153817 0 126
"FailureState 4" 1.1417639983331 0 126
"WorkingState 1" 1.14569958040638 755.027148801782 126
"WorkingState 2" 2.47403798611282 0 126
"WorkingState 1" 0 0 127
"WorkingState 2" 1.40401559362735 0 127
"WorkingState 3" 2.08113642578453 0 127
"WorkingState 1" 0 0 128
"WorkingState 2" 0.125934725127738 0 128
"WorkingState 3" 0.428730293922924 0 128
"FailureState 3" 0.430399605680772 0 128
"WorkingState 3" 0.433596390353925 303.087768968093 128
"WorkingState 4" 0.739917542746169 0 128
"FailureState 4" 0.806184177235958 0 128
"WorkingState 1" 0.819772220446859 745.303863150253 128
"WorkingState 2" 5.88655423369426 0 128
"WorkingState 1" 0 0 129
"WorkingState 2" 6.20746760656958 0 129
"WorkingState 1" 0 0 130
"WorkingState 2" 0.160055205206587 0 130
"WorkingState 3" 1.12054308685383 0 130
"FailureState 3" 1.48552083519016 0 130
"WorkingState 3" 1.48846353664231 291.022922872159 130
"WorkingState 4" 1.66639414623566 0 130
"FailureState 4" 2.20032778492141 0 130
"WorkingState 1" 0 0 131
"WorkingState 2" 0.688093649045168 0 131
"FailureState 2" 2.21462051706234 0 131
"WorkingState 1" 0 0 132
"FailureState 1" 0.750002389528055 0 132
"WorkingState 1" 0.755412932641016 113.714448787049 132
"WorkingState 2" 2.02238735197362 0 132
"WorkingState 1" 0 0 133
"WorkingState 2" 5.01527101836914 0 133
"WorkingState 1" 0 0 134
"WorkingState 2" 0.527364388458792 0 134
"FailureState 2" 0.876457791728017 0 134
"WorkingState 2" 0.87823556860502 145.449824815191 134
"WorkingState 3" 1.05514306681712 0 134
"FailureState 3" 1.12822178091567 0 134
"WorkingState 3" 1.13285325864624 312.29641029899 134
"FailureState 3" 1.34818868306972 0 134
"WorkingState 3" 1.35498811813119 280.084723906063 134
"WorkingState 4" 1.44187020140209 0 134
"FailureState 4" 1.48592589103849 0 134
"WorkingState 1" 1.48856342062993 789.489129644293 134
"WorkingState 2" 1.9313806916783 0 134
"FailureState 2" 2.11263229778907 0 134
"WorkingState 1" 0 0 135
"WorkingState 2" 2.63213882157276 0 135
"WorkingState 1" 0 0 136
"WorkingState 2" 0.110762648415678 0 136
"FailureState 2" 0.277928458590041 0 136
"WorkingState 2" 0.283352083111428 154.520577182789 136
"FailureState 2" 0.359700043004768 0 136
"WorkingState 2" 0.36223334888666 135.884285962411 136
"FailureState 2" 0.673852317709838 0 136
"WorkingState 2" 0.679614816470131 122.001906530717 136
"WorkingState 3" 1.59156677702621 0 136
"FailureState 3" 1.84044572830867 0 136
"WorkingState 3" 1.84861866843111 295.978719258474 136
"FailureState 3" 1.932392426215 0 136
"WorkingState 3" 1.93422373955596 320.469328683623 136
"WorkingState 4" 2.07560714019858 0 136
"WorkingState 1" 0 0 137
"WorkingState 2" 3.71342745472905 0 137
"WorkingState 1" 0 0 138
"WorkingState 2" 1.60386344736286 0 138
"FailureState 2" 1.64275136009421 0 138
"WorkingState 2" 1.64671948882452 149.221155026921 138
"FailureState 2" 1.93421236674283 0 138
"WorkingState 2" 1.93818856962751 145.251048988794 138
"WorkingState 3" 3.15953314439299 0 138
"WorkingState 1" 0 0 139
"WorkingState 2" 0.308449687919325 0 139
"FailureState 2" 1.56146907223924 0 139
"WorkingState 2" 1.5667943627776 110.730425743814 139
"FailureState 2" 1.94675761950725 0 139
"WorkingState 2" 1.94759331672314 159.109186766351 139
"FailureState 2" 2.31377314564528 0 139
"WorkingState 1" 0 0 140
"WorkingState 2" 9.96376861483145 0 140
"WorkingState 1" 0 0 141
"WorkingState 2" 0.933839688403831 0 141
"WorkingState 3" 1.19313153976707 0 141
"FailureState 3" 1.26211405778874 0 141
"WorkingState 3" 1.26386912690991 316.236555373752 141
"FailureState 3" 1.49912151408774 0 141
"WorkingState 3" 1.50799350794564 282.945068353746 141
"WorkingState 4" 1.85406863798075 0 141
"FailureState 4" 2.13123709995821 0 141
"WorkingState 1" 0 0 142
"WorkingState 2" 2.33771590019536 0 142
"WorkingState 1" 0 0 143
"WorkingState 2" 4.27121726098343 0 143
"WorkingState 1" 0 0 144
"WorkingState 2" 0.149158058309977 0 144
"FailureState 2" 0.746328487586681 0 144
"WorkingState 2" 0.75225441345976 157.931957001772 144
"WorkingState 3" 0.755019881289254 0 144
"WorkingState 4" 1.23832598805778 0 144
"FailureState 4" 1.43045738785775 0 144
"WorkingState 1" 1.43339267035857 740.799497949372 144
"WorkingState 2" 3.19199660303015 0 144
"WorkingState 1" 0 0 145
"WorkingState 2" 6.58183601004333 0 145
"WorkingState 1" 0 0 146
"WorkingState 2" 2.37228057144785 0 146
"WorkingState 1" 0 0 147
"FailureState 1" 0.0608608632504771 0 147
"WorkingState 1" 0.0614523644009393 103.008732678267 147
"WorkingState 2" 0.40351741856343 0 147
"FailureState 2" 0.969276498999747 0 147
"WorkingState 2" 0.97390255229145 125.365275530783 147
"WorkingState 3" 2.50492365237031 0 147
"WorkingState 1" 0 0 148
"WorkingState 2" 1.13917017930142 0 148
"WorkingState 3" 1.16595892243232 0 148
"FailureState 3" 1.43404290962635 0 148
"WorkingState 3" 1.43960791240877 319.893896565306 148
"WorkingState 4" 1.54910854962264 0 148
"FailureState 4" 2.16058014541856 0 148
"WorkingState 1" 0 0 149
"WorkingState 2" 1.19118635180466 0 149
"FailureState 2" 1.22455500017744 0 149
"WorkingState 2" 1.22973653995415 130.221131157413 149
"WorkingState 3" 1.64981542148759 0 149
"FailureState 3" 2.02293934747339 0 149
"WorkingState 1" 0 0 150
"WorkingState 2" 2.66275864621135 0 150
"WorkingState 1" 0 0 151
"WorkingState 2" 4.22256841081606 0 151
"WorkingState 1" 0 0 152
"WorkingState 2" 1.55539060753841 0 152
"FailureState 2" 2.15809235040141 0 152
"WorkingState 1" 0 0 153
"WorkingState 2" 0.276375345041547 0 153
"FailureState 2" 1.42874017228144 0 153
"WorkingState 2" 1.43273766802769 149.874205072235 153
"FailureState 2" 1.83598254466942 0 153
"WorkingState 2" 1.83891755440314 180.730850915545 153
"WorkingState 3" 2.37344495172196 0 153
"WorkingState 1" 0 0 154
"WorkingState 2" 2.63915133821535 0 154
"WorkingState 1" 0 0 155
"WorkingState 2" 2.04884252196904 0 155
"WorkingState 1" 0 0 156
"WorkingState 2" 5.01119667699887 0 156
"WorkingState 1" 0 0 157
"WorkingState 2" 5.26164055016374 0 157
"WorkingState 1" 0 0 158
"FailureState 1" 1.02967672707074 0 158
"WorkingState 1" 1.03099254307191 96.0570041184717 158
"WorkingState 2" 2.53251586555484 0 158
"WorkingState 1" 0 0 159
"WorkingState 2" 0.541445205074869 0 159
"FailureState 2" 2.48596594391658 0 159
"WorkingState 1" 0 0 160
"WorkingState 2" 6.83690850090071 0 160
"WorkingState 1" 0 0 161
"WorkingState 2" 2.77180247783526 0 161
"WorkingState 1" 0 0 162
"WorkingState 2" 0.958744879104856 0 162
"FailureState 2" 1.27332720372026 0 162
"WorkingState 2" 1.27789164761377 112.863720040303 162
"FailureState 2" 1.46616600191571 0 162
"WorkingState 2" 1.46968141428091 130.078109306134 162
"WorkingState 3" 1.56711266938677 0 162
"FailureState 3" 1.60695194496396 0 162
"WorkingState 3" 1.61230247616375 305.957365763345 162
"FailureState 3" 1.78304092244873 0 162
"WorkingState 3" 1.78903562105523 299.171338407652 162
"WorkingState 4" 1.96982831542304 0 162
"FailureState 4" 2.13287649964253 0 162
"WorkingState 1" 0 0 163
"WorkingState 2" 1.73949460105115 0 163
"WorkingState 3" 2.61772735077126 0 163
"WorkingState 1" 0 0 164
"FailureState 1" 0.254867456997669 0 164
"WorkingState 1" 0.255887414774365 62.1463343311824 164
"WorkingState 2" 0.599343368479709 0 164
"WorkingState 3" 0.68007751720001 0 164
"FailureState 3" 2.26646649210255 0 164
"WorkingState 1" 0 0 165
"WorkingState 2" 3.56389069154369 0 165
"WorkingState 1" 0 0 166
"WorkingState 2" 0.469024948830424 0 166
"WorkingState 3" 2.38073927662402 0 166
"WorkingState 1" 0 0 167
"WorkingState 2" 3.01306500211645 0 167
"WorkingState 1" 0 0 168
"WorkingState 2" 2.20976478799022 0 168
"WorkingState 1" 0 0 169
"WorkingState 2" 2.78590746261197 0 169
"WorkingState 1" 0 0 170
"WorkingState 2" 3.37025025234544 0 170
"WorkingState 1" 0 0 171
"WorkingState 2" 1.68215499447057 0 171
"FailureState 2" 2.21036387308835 0 171
"WorkingState 1" 0 0 172
"WorkingState 2" 3.05777280298821 0 172
"WorkingState 1" 0 0 173
"WorkingState 2" 2.06702641255692 0 173
"WorkingState 1" 0 0 174
"WorkingState 2" 0.534163161891096 0 174
"WorkingState 3" 0.679998295645166 0 174
"FailureState 3" 1.18220408527122 0 174
"WorkingState 3" 1.18583913048342 346.119200521823 174
"FailureState 3" 1.33274373551897 0 174
"WorkingState 3" 1.34080844023439 307.964005903391 174
"FailureState 3" 1.62380672705173 0 174
"WorkingState 3" 1.62683811360751 317.450217651603 174
"WorkingState 4" 1.75214093023649 0 174
"FailureState 4" 1.84894913577198 0 174
"WorkingState 4" 1.85471687674221 416.370602750399 174
"FailureState 4" 2.07157280007917 0 174
"WorkingState 1" 0 0 175
"WorkingState 2" 7.93073477747574 0 175
"WorkingState 1" 0 0 176
"WorkingState 2" 0.0836002551313766 0 176
"WorkingState 3" 0.191497547738539 0 176
"FailureState 3" 0.238862655170932 0 176
"WorkingState 3" 0.244839461204395 285.448572054482 176
"FailureState 3" 0.362107437137806 0 176
"WorkingState 3" 0.368161055716782 289.64054061169 176
"FailureState 3" 0.984045251952577 0 176
"WorkingState 3" 0.990205266648171 271.09195394301 176
"FailureState 3" 1.23576283391238 0 176
"WorkingState 3" 1.23914054316227 310.043876403518 176
"FailureState 3" 1.54124313877725 0 176
"WorkingState 3" 1.54427791220075 305.874835489756 176
"WorkingState 4" 2.11011995460744 0 176
"WorkingState 1" 0 0 177
"WorkingState 2" 0.214981666621446 0 177
"FailureState 2" 0.915373249732793 0 177
"WorkingState 2" 0.917892349156793 126.202571777002 177
"WorkingState 3" 0.983201758498599 0 177
"WorkingState 4" 1.791011291357 0 177
"FailureState 4" 1.87541763356606 0 177
"WorkingState 4" 1.87941106526381 436.845305288753 177
"FailureState 4" 1.99776652617753 0 177
"WorkingState 4" 2.00531327748642 388.928603680962 177
"WorkingState 1" 0 0 178
"WorkingState 2" 0.943155226320392 0 178
"WorkingState 3" 1.4168629562569 0 178
"FailureState 3" 2.07400752478314 0 178
"WorkingState 1" 0 0 179
"WorkingState 2" 0.0813918646679747 0 179
"WorkingState 3" 1.08411376510918 0 179
"WorkingState 4" 1.19456798690905 0 179
"FailureState 4" 1.31092570801261 0 179
"WorkingState 1" 1.31975676118977 753.780938741853 179
"WorkingState 2" 2.3752789812681 0 179
"WorkingState 1" 0 0 180
"FailureState 1" 2.15517752088512 0 180
"WorkingState 1" 0 0 181
"WorkingState 2" 1.45429419981166 0 181
"FailureState 2" 2.23980161282382 0 181
"WorkingState 1" 0 0 182
"WorkingState 2" 1.29963265178335 0 182
"FailureState 2" 1.34200148406643 0 182
"WorkingState 2" 1.34545628329941 117.650612434025 182
"WorkingState 3" 1.62172420468598 0 182
"FailureState 3" 1.75314958232808 0 182
"WorkingState 3" 1.76340208549374 293.656309486816 182
"WorkingState 4" 3.59355705861635 0 182
"WorkingState 1" 0 0 183
"WorkingState 2" 0.10510747841217 0 183
"FailureState 2" 0.618355558914428 0 183
"WorkingState 2" 0.620028386497304 149.785479508902 183
"FailureState 2" 0.634647315668568 0 183
"WorkingState 2" 0.639872595262418 153.905486990854 183
"WorkingState 3" 0.731619307633843 0 183
"FailureState 3" 1.03142695512318 0 183
"WorkingState 3" 1.03825509700682 294.784538522222 183
"FailureState 3" 1.09476693447905 0 183
"WorkingState 3" 1.10142230246582 328.575715659093 183
"FailureState 3" 1.21585831025162 0 183
"WorkingState 3" 1.21848916393964 336.681689095742 183
"WorkingState 4" 2.57988387703987 0 183
"WorkingState 1" 0 0 184
"WorkingState 2" 1.45567690824398 0 184
"FailureState 2" 1.70216526794776 0 184
"WorkingState 2" 1.70989202289812 114.689347320631 184
"WorkingState 3" 2.09642141611006 0 184
"WorkingState 1" 0 0 185
"WorkingState 2" 1.31339975160422 0 185
"WorkingState 3" 1.33178910258376 0 185
"WorkingState 4" 1.3908444901527 0 185
"FailureState 4" 1.60438944597174 0 185
"WorkingState 4" 1.61219115797101 375.524879685223 185
"FailureState 4" 1.86068632711938 0 185
"WorkingState 4" 1.86564474120585 393.170906707614 185
"FailureState 4" 1.99280553344301 0 185
"WorkingState 4" 1.99369705211262 411.791888114111 185
"FailureState 4" 2.20439469829782 0 185
"WorkingState 1" 0 0 186
"WorkingState 2" 0.341579575047001 0 186
"WorkingState 3" 0.639082389273489 0 186
"FailureState 3" 0.856647951097132 0 186
"WorkingState 3" 0.862555958943624 367.740015743713 186
"FailureState 3" 0.903963738754858 0 186
"WorkingState 3" 0.906572679784505 320.025131546719 186
"FailureState 3" 1.01634976055987 0 186
"WorkingState 3" 1.01812588603817 300.024467396587 186
"FailureState 3" 1.08381566287069 0 186
"WorkingState 3" 1.08832292346228 291.451261436462 186
"WorkingState 4" 1.78302832384526 0 186
"FailureState 4" 1.81091781992484 0 186
"WorkingState 4" 1.83591923727448 396.51444023611 186
"FailureState 4" 1.88921311599072 0 186
"WorkingState 4" 1.89155080840464 402.875594145242 186
"FailureState 4" 2.30937996891607 0 186
"WorkingState 1" 0 0 187
"WorkingState 2" 0.374799084791202 0 187
"WorkingState 3" 0.623778520445581 0 187
"FailureState 3" 0.761570246376633 0 187
"WorkingState 3" 0.767081439326676 284.283225618285 187
"FailureState 3" 1.17942916369822 0 187
"WorkingState 3" 1.18464584516316 273.293815140901 187
"FailureState 3" 1.33746971859976 0 187
"WorkingState 3" 1.34327084613196 285.368408395583 187
"WorkingState 4" 1.40436605127352 0 187
"FailureState 4" 1.41339200787278 0 187
"WorkingState 1" 1.42200322891481 730.042805775328 187
"WorkingState 2" 3.24759764749143 0 187
"WorkingState 1" 0 0 188
"WorkingState 2" 4.50807716685577 0 188
"WorkingState 1" 0 0 189
"WorkingState 2" 2.99104740423588 0 189
"WorkingState 1" 0 0 190
"WorkingState 2" 0.0295873512793195 0 190
"WorkingState 3" 1.02404846898284 0 190
"WorkingState 4" 1.45412800649124 0 190
"FailureState 4" 2.15788220973981 0 190
"WorkingState 1" 0 0 191
"WorkingState 2" 1.97758747666002 0 191
"WorkingState 3" 2.17748272929074 0 191
"WorkingState 1" 0 0 192
"WorkingState 2" 11.188175913689 0 192
"WorkingState 1" 0 0 193
"WorkingState 2" 1.41227199015844 0 193
"FailureState 2" 3.56089739276178 0 193
"WorkingState 1" 0 0 194
"FailureState 1" 0.256209368039772 0 194
"WorkingState 1" 0.258333300969276 45.048014019148 194
"FailureState 1" 1.95972703271023 0 194
"WorkingState 1" 1.96051128066495 58.6856623776213 194
"WorkingState 2" 6.55291094021034 0 194
"WorkingState 1" 0 0 195
"WorkingState 2" 2.01645798163547 0 195
"WorkingState 1" 0 0 196
"WorkingState 2" 2.35943506429007 0 196
"WorkingState 1" 0 0 197
"WorkingState 2" 3.80100210891964 0 197
"WorkingState 1" 0 0 198
"WorkingState 2" 0.796468150737436 0 198
"FailureState 2" 1.28410293776372 0 198
"WorkingState 2" 1.28473627404585 158.814405403745 198
"FailureState 2" 1.32286644578179 0 198
"WorkingState 2" 1.32511690987724 106.553774768938 198
"WorkingState 3" 1.62490450462473 0 198
"FailureState 3" 2.50875622361881 0 198
"WorkingState 1" 0 0 199
"WorkingState 2" 1.46586395399048 0 199
"FailureState 2" 2.31214546150654 0 199
"WorkingState 1" 0 0 200
"WorkingState 2" 0.623104157611733 0 200
"WorkingState 3" 1.40595852853661 0 200
"WorkingState 4" 1.89178195048614 0 200
"FailureState 4" 2.08722208953805 0 200
"WorkingState 1" 0 0 201
"WorkingState 2" 2.55931083481171 0 201
"WorkingState 1" 0 0 202
"WorkingState 2" 0.843200744759671 0 202
"WorkingState 3" 1.28104170761378 0 202
"WorkingState 4" 2.02340879079693 0 202
"WorkingState 1" 0 0 203
"WorkingState 2" 2.70913926196922 0 203
"WorkingState 1" 0 0 204
"WorkingState 2" 1.13695300619836 0 204
"WorkingState 3" 1.58860406613999 0 204
"FailureState 3" 2.78684568761364 0 204
"WorkingState 1" 0 0 205
"WorkingState 2" 1.67987374326764 0 205
"WorkingState 3" 1.97698549274253 0 205
"FailureState 3" 2.20953496145478 0 205
"WorkingState 1" 0 0 206
"WorkingState 2" 0.426596990572903 0 206
"WorkingState 3" 0.900490163470241 0 206
"FailureState 3" 1.04376703550577 0 206
"WorkingState 3" 1.04748110586351 280.799608709989 206
"FailureState 3" 1.13371811112351 0 206
"WorkingState 3" 1.13434619493259 288.17571348948 206
"FailureState 3" 2.26323654019567 0 206
"WorkingState 1" 0 0 207
"WorkingState 2" 0.976569788689014 0 207
"FailureState 2" 1.25444837110089 0 207
"WorkingState 2" 1.25819370713451 125.92626974736 207
"FailureState 2" 1.41393145751815 0 207
"WorkingState 2" 1.41855747085753 158.841962663222 207
"WorkingState 3" 2.1340126888504 0 207
"WorkingState 1" 0 0 208
"WorkingState 2" 0.990763074487412 0 208
"WorkingState 3" 2.57769177146268 0 208
"WorkingState 1" 0 0 209
"WorkingState 2" 2.21949354099738 0 209
"WorkingState 1" 0 0 210
"FailureState 1" 3.6156275415807 0 210
"WorkingState 1" 0 0 211
"WorkingState 2" 1.00787993817675 0 211
"WorkingState 3" 1.88055914063184 0 211
"FailureState 3" 2.12612168804837 0 211
"WorkingState 1" 0 0 212
"WorkingState 2" 2.44095182702933 0 212
"WorkingState 1" 0 0 213
"WorkingState 2" 0.00355672131245663 0 213
"WorkingState 3" 0.0645973867464286 0 213
"FailureState 3" 0.804789981946955 0 213
"WorkingState 3" 0.806909207966508 271.726639905006 213
"FailureState 3" 0.969465173430394 0 213
"WorkingState 3" 0.977594598232109 300.529081536833 213
"FailureState 3" 2.52012108969148 0 213
"WorkingState 1" 0 0 214
"WorkingState 2" 0.770610301281267 0 214
"WorkingState 3" 0.885109314466795 0 214
"WorkingState 4" 1.31500166290714 0 214
"FailureState 4" 1.35885766330542 0 214
"WorkingState 1" 1.36683721947692 789.60214375799 214
"WorkingState 2" 3.47217609223822 0 214
"WorkingState 1" 0 0 215
"WorkingState 2" 0.205195167175538 0 215
"FailureState 2" 0.240861014464524 0 215
"WorkingState 2" 0.246622911750572 147.530315740607 215
"FailureState 2" 0.973022247039664 0 215
"WorkingState 2" 0.974407374473168 112.62758619989 215
"FailureState 2" 1.09867492976641 0 215
"WorkingState 2" 1.10128841656591 142.346597607059 215
"WorkingState 3" 1.73903626689458 0 215
"WorkingState 4" 1.7969661389708 0 215
"FailureState 4" 1.89973801766549 0 215
"WorkingState 4" 1.90038994524839 366.372137936291 215
"FailureState 4" 2.67962965314461 0 215
"WorkingState 1" 0 0 216
"WorkingState 2" 3.84592161102687 0 216
"WorkingState 1" 0 0 217
"WorkingState 2" 0.586362644051646 0 217
"FailureState 2" 0.934379971280958 0 217
"WorkingState 2" 0.939510227362393 132.910326444011 217
"FailureState 2" 1.24548282496829 0 217
"WorkingState 2" 1.24652862704305 137.918956165157 217
"FailureState 2" 1.274438487917 0 217
"WorkingState 2" 1.28030088028324 152.329162261316 217
"FailureState 2" 2.51036579911306 0 217
"WorkingState 1" 0 0 218
"WorkingState 2" 4.28636539712854 0 218
"WorkingState 1" 0 0 219
"WorkingState 2" 1.16972474693135 0 219
"WorkingState 3" 1.69047958850738 0 219
"FailureState 3" 1.74601069607344 0 219
"WorkingState 3" 1.7468856946294 292.621915944976 219
"WorkingState 4" 1.85609201835485 0 219
"FailureState 4" 2.22519050808205 0 219
"WorkingState 1" 0 0 220
"WorkingState 2" 2.80160381569571 0 220
"WorkingState 1" 0 0 221
"WorkingState 2" 0.00157755923574181 0 221
"WorkingState 3" 0.224967056220305 0 221
"FailureState 3" 0.305263839795515 0 221
"WorkingState 3" 0.311730166405952 310.34971992821 221
"FailureState 3" 0.341876132400997 0 221
"WorkingState 3" 0.349212893119999 300.339042596145 221
"FailureState 3" 0.713020795057198 0 221
"WorkingState 3" 0.717253184908619 280.277249261646 221
"FailureState 3" 1.54845488799321 0 221
"WorkingState 3" 1.55113515881922 356.624442073753 221
"FailureState 3" 1.88962745290759 0 221
"WorkingState 3" 1.89799072531223 335.258672585014 221
"FailureState 3" 2.60115568051747 0 221
"WorkingState 1" 0 0 222
"WorkingState 2" 0.397480977296916 0 222
"FailureState 2" 0.417774145086482 0 222
"WorkingState 2" 0.421423212034007 121.029272228033 222
"FailureState 2" 1.56368222621841 0 222
"WorkingState 2" 1.56537985219263 161.561085534086 222
"WorkingState 3" 2.19034910245948 0 222
"WorkingState 1" 0 0 223
"WorkingState 2" 2.63262747092976 0 223
"WorkingState 1" 0 0 224
"WorkingState 2" 0.449168568566804 0 224
"WorkingState 3" 0.47430454096725 0 224
"FailureState 3" 1.44768888390756 0 224
"WorkingState 3" 1.44963234448915 300.113272072602 224
"FailureState 3" 1.82625242700039 0 224
"WorkingState 3" 1.82978609421041 316.031362166371 224
"WorkingState 4" 1.89664226784617 0 224
"FailureState 4" 2.07251989962939 0 224
"WorkingState 1" 0 0 225
"WorkingState 2" 0.54913406804552 0 225
"WorkingState 3" 0.785929295975893 0 225
"WorkingState 4" 1.40485108223676 0 225
"FailureState 4" 1.68848695654008 0 225
"WorkingState 4" 1.69956159759432 383.110989796571 225
"FailureState 4" 1.88154461642007 0 225
"WorkingState 4" 1.88615398776572 368.731831948726 225
"FailureState 4" 2.15475356045834 0 225
"WorkingState 1" 0 0 226
"WorkingState 2" 0.325940405749272 0 226
"WorkingState 3" 0.653103135223259 0 226
"FailureState 3" 1.01833552497735 0 226
"WorkingState 3" 1.02260172342784 299.34750451732 226
"WorkingState 4" 1.04214118714723 0 226
"FailureState 4" 1.41192825938333 0 226
"WorkingState 1" 1.41447978518226 705.511188669874 226
"WorkingState 2" 3.91900027809846 0 226
"WorkingState 1" 0 0 227
"WorkingState 2" 2.75258925869551 0 227
"WorkingState 1" 0 0 228
"WorkingState 2" 2.1033608799939 0 228
"WorkingState 1" 0 0 229
"WorkingState 2" 0.0784663356109082 0 229
"WorkingState 3" 0.0883799699082758 0 229
"WorkingState 4" 0.688476664642865 0 229
"FailureState 4" 1.00362200546989 0 229
"WorkingState 1" 1.01467617998756 724.241229835171 229
"WorkingState 2" 3.63800882155629 0 229
"WorkingState 1" 0 0 230
"WorkingState 2" 0.289561688845476 0 230
"WorkingState 3" 0.517060368630261 0 230
"WorkingState 4" 0.605203640857705 0 230
"FailureState 4" 0.738023917151637 0 230
"WorkingState 1" 0.745806587356524 696.757103165593 230
"WorkingState 2" 5.19633525072931 0 230
"WorkingState 1" 0 0 231
"WorkingState 2" 0.4380773320149 0 231
"FailureState 2" 0.844398463365905 0 231
"WorkingState 2" 0.848199384419555 124.490793202449 231
"FailureState 2" 1.376950059739 0 231
"WorkingState 2" 1.37723249914079 160.703350538127 231
"FailureState 2" 1.60697142945658 0 231
"WorkingState 2" 1.61082349602657 142.78009347614 231
"WorkingState 3" 1.87109468694834 0 231
"FailureState 3" 2.11183703195501 0 231
"WorkingState 1" 0 0 232
"WorkingState 2" 1.12840450456939 0 232
"WorkingState 3" 1.16407948486101 0 232
"FailureState 3" 1.48026109671695 0 232
"WorkingState 3" 1.48162362049594 320.625608314417 232
"WorkingState 4" 1.79006404754978 0 232
"FailureState 4" 2.13597649480002 0 232
"WorkingState 1" 0 0 233
"FailureState 1" 11.5659060558517 0 233
"WorkingState 1" 0 0 234
"FailureState 1" 0.335264437008223 0 234
"WorkingState 1" 0.336239407857691 70.8884389402587 234
"WorkingState 2" 1.47859210261653 0 234
"WorkingState 3" 2.53828630397913 0 234
"WorkingState 1" 0 0 235
"WorkingState 2" 0.371224094261539 0 235
"WorkingState 3" 1.26435323077301 0 235
"FailureState 3" 1.36206333417152 0 235
"WorkingState 3" 1.36322979426041 296.663082584882 235
"FailureState 3" 1.46256258578335 0 235
"WorkingState 3" 1.46687859457888 305.574225304463 235
"WorkingState 4" 1.58625543987816 0 235
"FailureState 4" 1.60367126052929 0 235
"WorkingState 4" 1.61983090531362 403.575825890419 235
"FailureState 4" 1.67329285284904 0 235
"WorkingState 4" 1.67874852552114 394.141227691643 235
"FailureState 4" 1.7773927609999 0 235
"WorkingState 4" 1.78192957938566 390.032483245214 235
"FailureState 4" 2.37641042309294 0 235
"WorkingState 1" 0 0 236
"WorkingState 2" 0.697622793366961 0 236
"WorkingState 3" 1.12699166552444 0 236
"WorkingState 4" 1.23237408897992 0 236
"FailureState 4" 1.49925262421324 0 236
"WorkingState 4" 1.5103441615602 416.171221286142 236
"FailureState 4" 1.59713364225326 0 236
"WorkingState 4" 1.5991212257854 416.546749092466 236
"FailureState 4" 2.50314054174309 0 236
"WorkingState 1" 0 0 237
"WorkingState 2" 1.69306042739249 0 237
"FailureState 2" 2.09495504380347 0 237
"WorkingState 1" 0 0 238
"WorkingState 2" 1.03450887680825 0 238
"FailureState 2" 1.0933210963456 0 238
"WorkingState 2" 1.10008717812329 157.468904205849 238
"FailureState 2" 2.41898038707925 0 238
"WorkingState 1" 0 0 239
"WorkingState 2" 0.351298204692844 0 239
"WorkingState 3" 1.66503859503835 0 239
"FailureState 3" 2.18294562029506 0 239
"WorkingState 1" 0 0 240
"WorkingState 2" 4.63436287923996 0 240
"WorkingState 1" 0 0 241
"WorkingState 2" 0.240108548664074 0 241
"WorkingState 3" 0.730029658373264 0 241
"WorkingState 4" 1.2163474713393 0 241
"FailureState 4" 1.6614955699603 0 241
"WorkingState 4" 1.67557428580702 368.735386450467 241
"FailureState 4" 2.99951601477684 0 241
"WorkingState 1" 0 0 242
"WorkingState 2" 1.18063607541609 0 242
"FailureState 2" 2.82361633242571 0 242
"WorkingState 1" 0 0 243
"WorkingState 2" 1.24189032482666 0 243
"FailureState 2" 1.58217793833259 0 243
"WorkingState 2" 1.58360430772931 116.030310865376 243
"WorkingState 3" 2.64548975236286 0 243
"WorkingState 1" 0 0 244
"WorkingState 2" 1.27712361860614 0 244
"FailureState 2" 2.83592978965257 0 244
"WorkingState 1" 0 0 245
"WorkingState 2" 3.1560690955416 0 245
"WorkingState 1" 0 0 246
"WorkingState 2" 2.19660196219064 0 246
"WorkingState 1" 0 0 247
"WorkingState 2" 0.425949701552991 0 247
"FailureState 2" 0.614650592525378 0 247
"WorkingState 2" 0.617578419595922 119.055774725314 247
"FailureState 2" 2.82471018264988 0 247
"WorkingState 1" 0 0 248
"WorkingState 2" 1.17436748938922 0 248
"WorkingState 3" 2.04382828814578 0 248
"WorkingState 1" 0 0 249
"WorkingState 2" 0.491826109794995 0 249
"WorkingState 3" 0.85044390821384 0 249
"FailureState 3" 1.0481471086482 0 249
"WorkingState 3" 1.05294731609442 315.934156083735 249
"WorkingState 4" 1.12967163086211 0 249
"FailureState 4" 1.38788903380607 0 249
"WorkingState 1" 1.39373693297395 756.239573632363 249
"WorkingState 2" 2.37334979813876 0 249
"WorkingState 1" 0 0 250
"WorkingState 2" 8.58080544757554 0 250
"WorkingState 1" 0 0 251
"WorkingState 2" 3.75942739681983 0 251
"WorkingState 1" 0 0 252
"WorkingState 2" 0.154150155478107 0 252
